site_id,delta,vote ,vote_new,site_name_x,year_x,ADDRESS_x,CITY_x,COUNTY_x,STATE_x,ZIP_CODE_x,REGION_x,NPL_STATUS_x,LATITUDE_x,LONGITUDE_x,SITE_SCORE_x,FEDERAL_x,grant_new,f_unemployment,f_owner,f_pop65,income_x,npv_x,lognpv,federal_status_x,president,party,EPA Region,site_type,negotiation_new,work ,PARTY_NUMBER,GENERAL_NOTICE_NUMBER,SPECIAL_NOTICE,negotiation,navy,army,manufacturing,airforce,defense,energy,black,hispanic,male_unemp,female_unemp,higherthan,graduate,grad_new,urban,pop,income_y,unemployment,education,education_new,black_c,hispanic_c,income_c,urban_c
CAD029295706,331,46.4,0.464,LORENTZ BARREL & DRUM CO.,1980,1515 S 10TH ST,SAN JOSE,SANTA CLARA,CA,95112,9,Currently on the,37.32,-121.86,33.94,G,0,0.32,0.77,0.4,30045.14,13739407,16.44,0,bush_father,1,9,Recycling,0,PRP lead ,346,143,0,0,0,0,0,0,0,0,625,7597,415,330,2544,976,0.07,14549,14549,12016.67,0.05,0.24,2.4,0.04,0.52,9.39,1
CAD063020143,144,46.4,0.464,"VALLEY WOOD PRESERVING, INC.",1980,2237 S GOLDEN STATE BLVD,TURLOCK,STANISLAUS,CA,95380,9,Currently on the,37.47,-120.82,32.01,G,0,0.21,1.15,0.65,28602.83,2000,7.6,0,bush_father,1,9,Manufacturing/Processing/Maintenance,0,PRP lead ,13,3,0,0,0,0,1,0,0,0,192,4703,640,676,5017,792,0.03,0,23207,14661.75,0.06,0.25,2.5,0.01,0.2,9.59,0
CAD095989778,635,46.4,0.464,FAIRCHILD SEMICONDUCTOR CORP. (MOUNTAIN VIE,1990,464 ELLIS ST,MOUNTAIN VIEW,SANTA CLARA,CA,94042,9,Currently on the,37.4,-122.05,31.94,G,0,0.74,6.19,2.06,44411.07,9393100,16.06,0,bush_father,1,9,Manufacturing/Processing/Maintenance,0,PRP lead ,30,18,0,0,0,0,1,0,0,0,2874,7197,477,316,21192,4157,0.1,43268,43268,43561.91,0.02,0.59,5.9,0.07,0.17,10.68,1
CAD980636781,331,46.4,0.464,PACIFIC COAST PIPE LINES,1980,67 E TELEGRAPH RD,FILLMORE,VENTURA,CA,93015,9,Currently on the,34.4,-118.9,46.01,G,0,0.03,0.18,0.11,35662,6000000,15.61,0,bush_father,1,9,Manufacturing/Processing/Maintenance,0,PRP lead ,1,1,0,0,0,0,1,0,0,0,5,5548,117,85,3011,593,0.05,0,11786,16116,0.02,0.31,3.1,0,0.47,9.69,0
CAD980636914,331,46.4,0.464,FRESNO MUNICIPAL SANITARY LANDFILL,1980,SW COR OF JENSEN & W AVE,FRESNO,FRESNO,CA,93706,9,Currently on the,36.7,-119.83,35.57,G,0,0.19,0.64,0.49,19377,6774000,15.73,0,bush_father,1,9,Waste Management,0,PRP lead ,1,0,0,0,0,0,0,0,0,0,6919,3037,235,289,2389,420,0.03,8281,12845,8143,0.04,0.22,2.2,0.54,0.24,9,0.64
CAD980893234,661,46.4,0.464,WATKINS-JOHNSON CO. (STEWART DIVISION PLANT,1990,440 KINGS VILLAGE RD,SCOTTS VALLEY,SANTA CRUZ,CA,95066,9,Currently on the,37.05,-122.03,28.9,G,1,0.1,1.41,0.53,49760.6,2156243,14.58,0,bush_father,1,9,Manufacturing/Processing/Maintenance,0,PRP lead ,1,1,1,0,0,0,1,0,0,0,175,1272,299,250,14583,2416,0.09,22199,27075,49760.6,0.02,0.63,6.3,0.01,0.05,10.81,0.82
CAD981436363,492,46.4,0.464,UNITED HECKATHORN CO.,1990,8TH & WRIGHT,RICHMOND,CONTRA COSTA,CA,94804,9,Currently on the,37.92,-122.37,38.49,G,1,0.23,0.71,0.43,27549.75,13739407,16.44,0,bush_father,1,9,Manufacturing/Processing/Maintenance,0,PRP lead ,16,6,0,0,0,0,1,0,0,0,9867,3050,653,454,6701,857,0.05,17586,17586,27549.75,0.06,0.43,4.3,0.56,0.17,10.22,1
CA2170023236,474,46.4,0.464,ALAMEDA NAVAL AIR STATION,1990,W END CITY OF ALAMEDA,ALAMEDA,ALAMEDA,CA,94501,9,Currently on the,37.79,-122.33,50,F,1,0.05,0.54,0.22,51149,24600000,17.02,1,clinton2,1,9,US Navy,1,PRP lead ,,,,0,1,0,0,0,0,0,1342,863,32,87,2928,234,0.03,7352,7352,25104.67,0.02,0.43,4.3,0.18,0.12,10.13,1
CAD980673685,180,46.4,0.464,LEVIATHAN MINE,2000,LEVIATHAN MINE,MARKLEEVILLE,ALPINE,CA,96120,9,Currently on the,38.7,-119.66,50,G,1,0.03,0.27,0.2,25863,13739407,16.44,0,clinton2,1,9,Mining,0,PRP lead ,4,0,0,0,0,0,0,0,0,0,2,587,40,38,1208,87,0.04,0,2479,25863,0.03,0.52,5.2,0,0.24,10.16,0
CA2890190000,570,46.4,0.464,LABORATORY FOR ENERGY-RELATED HEALTH RESEAR,1990,OLD DAVIS RD,DAVIS,SOLANO,CA,95616,9,Currently on the,38.52,-121.75,50,F,1,0.07,0.19,0.08,22962.67,300000,12.61,1,clinton1,1,9,Other,1,PRP lead ,2,0,0,0,0,0,0,0,0,0,272,1453,151,123,2268,766,0.09,5221,8774,22962.67,0.03,0.35,3.5,0.03,0.17,10.04,0.6
CA2890190000,570,46.4,0.464,LABORATORY FOR ENERGY-RELATED HEALTH RESEAR,1990,OLD DAVIS RD,DAVIS,SOLANO,CA,95616,9,Currently on the,38.52,-121.75,50,F,1,0.07,0.19,0.08,22962.67,300000,12.61,1,clinton1,1,9,Department of Energy,1,PRP lead ,2,0,0,0,0,0,0,0,0,1,272,1453,151,123,2268,766,0.09,5221,8774,22962.67,0.03,0.35,3.5,0.03,0.17,10.04,0.6
CA7170024528,692,46.4,0.464,CONCORD NAVAL WEAPONS STATION,1990,PORT CHICAGO HWY,CONCORD,CONTRA COSTA,CA,94520,9,Currently on the,38.05,-122,50,F,0,0.04,0.53,0.11,44175.5,19000000,16.76,1,clinton1,1,9,US Navy,1,PRP lead ,,,,0,1,0,0,0,0,0,339,1311,130,47,3168,130,0.02,7180,7180,44175.5,0.02,0.46,4.6,0.05,0.18,10.7,1
CAD071530380,570,46.4,0.464,FRONTIER FERTILIZER,1990,COUNTY ROAD 32A,DAVIS,YOLO,CA,95618,9,Currently on the,38.55,-121.67,35.04,G,0,0.06,0.44,0.15,38996.5,18413163,16.73,0,clinton1,1,9,Other,1,EPA lead ,4,4,0,1,0,0,0,0,0,0,176,503,60,74,2193,785,0.17,3154,4650,38996.5,0.03,0.64,6.4,0.04,0.11,10.57,0.68
CAD000074120,426,46.4,0.464,MGM BRAKES,1980,HWY 101 & SANTANA RD,CLOVERDALE,SONOMA,CA,95425,9,Currently on the,38.78,-123.01,34.7,G,0,0.04,0.23,0.01,16055,1375900,14.13,0,reagan1,0,9,Manufacturing/Processing/Maintenance,0,PRP lead ,2,0,0,0,0,0,1,0,0,0,6,384,180,60,2037,350,0.06,0,5509,16055,0.04,0.43,4.3,0,0.07,9.68,0
CAD980358832,426,46.4,0.464,AEROJET GENERAL CORP.,1980,HWY US 50 & AEROJET RD,RANCHO CORDOV,SACRAMENTO,CA,95670,9,Currently on the,38.61,-121.2,54.63,G,1,0.07,0.37,0,10086,109000000,18.51,0,reagan1,0,9,Waste Management,0,PRP lead ,2,2,0,0,0,0,0,0,0,0,3,4,21,7,164,28,0.07,335,419,10086,0.07,0.46,4.6,0.01,0.01,9.22,0.8
CAD980498612,426,46.4,0.464,IRON MOUNTAIN MINE,1980,OFF HWY 299 9 MI NW OF,REDDING,SHASTA,CA,96001,9,Currently on the,40.67,-122.53,56.16,G,0,0.06,0.27,0,14040,21100000,16.86,0,reagan1,0,9,Mining,0,PRP lead ,6,1,0,0,0,0,0,0,0,0,7,73,117,67,1207,335,0.11,0,3101,14040,0.06,0.5,5,0,0.02,9.55,0
CAD980736151,426,46.4,0.464,"PURITY OIL SALES, INC.",1980,3265 S MAPLE AVE,MALAGA,FRESNO,CA,93725,9,Currently on the,36.69,-119.75,43.27,G,0,0.06,0.18,0.02,9133,36254000,17.41,0,reagan1,0,9,Recycling,0,PRP lead ,243,222,0,0,0,0,0,0,0,0,457,5853,262,178,1335,125,0.01,7946,9481,6633,0.05,0.15,1.5,0.05,0.62,8.8,0.84
CO0002259588,474,53.6,0.536,VASQUEZ BOULEVARD AND I-70,1990,VASQUEZ BOULEVARD AND 1-70,DENVER,DENVER,CO,80216,8,Currently on the,39.79,-104.96,50,G,1,0.04,0.62,0.31,34390,31100000,17.25,0,clinton2,0,8,Manufacturing/Processing/Maintenance,1,PRP lead ,4,0,0,0,0,0,1,0,0,0,3442,9273,573,317,5653,156,0.01,19153,19153,9698.64,0.05,0.3,3,0.18,0.48,9.18,1
COD980499248,47,53.6,0.536,LOWRY LANDFILL,1980,4200 S GUN CLUB RD,AURORA,ARAPAHOE,CO,80018,8,Currently on the,39.64,-104.71,48.36,G,1,0.01,0,0,5000,887000,13.7,0,reagan2,0,8,Waste Management,1,PRP lead ,408,405,45,1,0,0,0,0,0,0,37,138,20,19,1608,209,0.04,183,4737,1,0.01,0.38,3.8,0.01,0.03,0,0.04
COD980717557,426,53.6,0.536,"CENTRAL CITY, CLEAR CREEK",1980,NEAR TOWN,IDAHO SPRINGS,CLEAR CREEK,CO,80452,8,Currently on the,39.75,-105.5,51.39,G,1,0.04,0,0,19436,1,0,0,reagan1,0,8,Mining,0,EPA lead ,30,5,0,0,0,0,0,0,0,0,13,86,73,30,975,407,0.17,0,2441,19436,0.04,0.57,5.7,0.01,0.04,9.87,0
CTD001153923,471,55.2,0.552,LINEMASTER SWITCH CORP.,1990,29 PLAINE HILL ROAD,WOODSTOCK,WINDHAM,CT,6281,1,Currently on the,41.94,-71.97,33.71,G,1,0.03,0.31,0.13,43352,1529000,14.24,0,bush_father,1,1,Manufacturing/Processing/Maintenance,0,EPA lead ,7,2,0,0,0,0,1,0,0,0,14,40,85,82,2913,461,0.08,0,6008,43352,0.03,0.56,5.6,0,0.01,10.68,0
CTD001452093,331,55.2,0.552,DURHAM MEADOWS,1980,124 MAIN ST,DURHAM,MIDDLESEX,CT,6422,1,Currently on the,41.48,-72.68,33.94,G,1,0.07,0.83,0.36,47699.67,8672425,15.98,0,bush_father,1,1,Manufacturing/Processing/Maintenance,0,EPA lead ,8,10,6,0,0,0,1,0,0,0,769,244,130,182,4749,1543,0.11,5429,14368,21956,0.02,0.44,4.4,0.05,0.02,10,0.38
CTD108960972,331,55.2,0.552,GALLUP'S QUARRY,1980,ROUTE 12,PLAINFIELD,WINDHAM,CT,6374,1,Currently on the,41.67,-71.92,46.29,G,0,0.03,0.24,0.12,35174,1826999,14.42,0,bush_father,1,1,Waste Management,0,EPA lead ,54,78,60,0,0,0,0,0,0,0,19,58,72,66,1089,108,0.02,0,4490,15223,0.03,0.27,2.7,0,0.01,9.63,0
CTD980732333,331,55.2,0.552,BARKHAMSTED-NEW HARTFORD LANDFILL,1980,ROUTE 44,BARKHAMSTED,LITCHFIELD,CT,6063,1,Currently on the,41.98,-73.05,38.05,G,0,0.02,0.33,0.14,44152,15100000,16.53,0,bush_father,1,1,Multiple,0,EPA lead ,90,62,86,0,0,0,0,0,0,0,1,4,30,4,497,139,0.11,0,1221,21219,0.03,0.52,5.2,0,0,9.96,0
CTD980906515,661,55.2,0.552,NEW LONDON SUBMARINE BASE,1990,ROUTE 12 CRYSTAL LAKE RD,NEW LONDON,NEW LONDON,CT,6349,1,Currently on the,41.4,-72.09,36.53,F,0,0.1,0.78,0.35,37764.2,623300,13.34,1,bush_father,1,1,US Navy,1,PRP lead ,1,0,1,0,1,0,0,0,0,0,1304,869,180,316,10903,1306,0.05,20742,24767,37764.2,0.02,0.49,4.9,0.05,0.04,10.54,0.84
CTD001186618,562,55.2,0.552,"RAYMARK INDUSTRIES, INC.",1990,75 EAST MAIN STREET,STRATFORD,FAIRFIELD,CT,6497,1,Currently on the,41.2,-73.12,41,G,1,0.24,2.77,1.54,45218.56,3349396,15.02,0,clinton1,1,1,Manufacturing/Processing/Maintenance,1,EPA lead ,69,3,0,0,0,0,1,0,0,0,589,985,497,416,18641,1970,0.05,36588,36588,45218.56,0.02,0.56,5.6,0.02,0.03,10.72,1
CTD980670806,47,55.2,0.552,OLD SOUTHINGTON LANDFILL,1980,OLD TURNPIKE RD,SOUTHINGTON,HARTFORD,CT,6487,1,Currently on the,41.58,-72.88,54.35,G,0,0.1,1.03,0,22466.6,695240,13.45,0,reagan2,0,1,Waste Management,0,EPA lead ,408,315,123,0,0,0,0,0,0,0,172,225,271,269,9596,2492,0.09,25825,28615,22466.6,0.02,0.42,4.2,0.01,0.01,10.02,0.9
CTD980670814,47,55.2,0.552,KELLOGG-DEERING WELL FIELD,1980,NORWALK WATER DEPARTMENT,NORWALK,FAIRFIELD,CT,6856,1,Currently on the,41.13,-73.43,39.92,G,0,0.19,2.05,0.01,23064.22,3000000,14.91,0,reagan2,0,1,Other,0,EPA lead ,21,15,2,0,0,0,0,0,0,0,3366,1105,459,189,9686,4222,0.14,30538,30538,23064.22,0.02,0.46,4.6,0.11,0.04,10.05,1
CTD009717604,426,55.2,0.552,SOLVENTS RECOVERY SERVICE OF NEW ENGLAND,1980,LAZY LANE,SOUTHINGTON,HARTFORD,CT,6489,1,Currently on the,41.62,-72.88,44.93,G,0,0.06,0.74,0,20992,1060000,13.87,0,reagan1,0,1,Recycling,0,EPA lead ,2626,1494,608,0,0,0,0,0,0,0,141,179,248,184,7256,1855,0.08,19794,22288,20992,0.02,0.41,4.1,0.01,0.01,9.95,0.89
CTD009774969,426,55.2,0.552,YAWORSKI WASTE LAGOON,1980,PACKER ROAD,CANTERBURY,WINDHAM,CT,6331,1,Currently on the,41.67,-71.96,36.72,G,0,0.07,0.27,0,16470.5,716600,13.48,0,reagan1,0,1,Waste Management,0,EPA lead ,21,15,0,0,0,0,0,0,0,0,20,66,149,111,2218,346,0.04,0,7916,16470.5,0.03,0.32,3.2,0,0.01,9.71,0
CTD072122062,426,55.2,0.552,BEACON HEIGHTS LANDFILL,1980,BLACKBERRY HILL ROAD,BEACON FALLS,NEW HAVEN,CT,6403,1,Currently on the,41.43,-73.04,46.77,G,0,0.07,0.53,0,22287,2241000,14.62,0,reagan1,0,1,Waste Management,0,EPA lead ,87,76,0,0,0,0,0,0,0,0,162,114,166,172,5179,1651,0.11,8081,15160,22287,0.02,0.45,4.5,0.01,0.01,10.01,0.53
CTD980521165,426,55.2,0.552,"LAUREL PARK, INC.",1980,HUNTERS MTN RD,NAUGATUCK BOR,NEW HAVEN,CT,6770,1,Currently on the,41.48,-73.07,41,G,0,0.09,0.44,0,20522.25,23078200,16.95,0,reagan1,0,1,Waste Management,0,EPA lead ,94,63,0,0,0,0,0,0,0,0,192,389,266,282,7680,2181,0.09,15823,23975,20522.25,0.02,0.41,4.1,0.01,0.02,9.93,0.66
DC9170024310,628,48.9,0.489,WASHINGTON NAVY YARD,1990,"901 M STREET, SE",WASHINGTON,DISTRICT OF COLU,DC,203740001,3,Currently on the,38.88,-76.99,48.57,F,0,0.09,0.62,0.25,35009,1,0,1,clinton2,1,3,US Navy,1,EPA lead ,,,,0,1,0,0,0,0,0,45998,1377,1306,1036,24603,5172,0.08,63419,63419,31184.65,0.04,0.47,4.7,0.73,0.02,10.35,1
DE8570024010,126,54.7,0.547,DOVER AIR FORCE BASE,1980,RTE 113,DOVER,KENT,DE,19901,3,Currently on the,39.13,-75.47,35.89,F,0,0.05,0.21,0.1,23543,690000,13.44,1,bush_father,0,3,US Air Force,1,EPA lead ,1,1,0,0,0,0,0,1,0,0,3239,679,100,114,1536,236,0.01,0,16377,4523.67,0.01,0.11,1.1,0.2,0.04,8.42,0
DED980552244,661,54.7,0.547,"KOPPERS CO., INC. (NEWPORT PLANT)",1990,FOOT OF LINDBURG ST,NEWPORT,NEW CASTLE,DE,19804,3,Currently on the,39.7,-75.62,33.56,G,0,0.16,1.92,1.04,34055,51756239,17.76,0,bush_father,0,3,Manufacturing/Processing/Maintenance,0,EPA lead ,4,3,4,0,0,0,1,0,0,0,3006,450,336,179,12842,875,0.03,27095,27095,34055,0.02,0.51,5.1,0.11,0.02,10.44,1
DED980714141,661,54.7,0.547,"CHEM-SOLV, INC.",1990,176A N DUPONT HIGHWAY,DOVER,KENT,DE,199014264,3,Currently on the,39.22,-75.58,37.93,G,0,0.1,1.08,0.45,32038,686000,13.44,0,bush_father,0,3,Other,0,EPA lead ,61,39,37,0,0,0,0,0,0,0,3469,528,283,311,9473,687,0.03,5897,22499,32217.33,0.03,0.45,4.5,0.15,0.02,10.38,0.26
DED000605972,426,54.7,0.547,DELAWARE SAND & GRAVEL LANDFILL,1980,229 GRANTHAM LANE,NEW CASTLE,NEW CASTLE,DE,19720,3,Currently on the,39.65,-75.6,46.6,G,0,0.18,1.21,0,19054.5,13739407,16.44,0,reagan1,1,3,Waste Management,0,EPA lead ,85,50,7,0,0,0,0,0,0,0,3635,543,784,402,13750,2818,0.07,34700,40720,19054.5,0.03,0.41,4.1,0.09,0.01,9.86,0.85
FL2170023244,570,50.7,0.507,WHITING FIELD NAVAL AIR STATION,1990,,MILTON,SANTA ROSA,FL,32570,4,Currently on the,30.71,-87.02,50,F,0,0.06,0.44,0.13,27319.5,103000,11.54,1,clinton1,0,4,US Navy,1,PRP lead ,,,,0,1,0,0,0,0,0,807,256,168,237,6024,450,0.03,0,13006,27319.5,0.03,0.5,5,0.06,0.02,10.22,0
FLD010596013,570,50.7,0.507,STAUFFER CHEMICAL CO. (TARPON SPRINGS),1990,ANCLOTE BOULEVARD,TARPON SPRING,PINELLAS,FL,34689,4,Currently on the,28.17,-82.78,50,G,0,0.06,1.05,0.99,24499.67,9356000,16.05,0,clinton1,0,4,Manufacturing/Processing/Maintenance,0,PRP lead ,2,0,0,0,0,0,1,0,0,0,170,486,303,182,12696,845,0.03,24477,25088,24499.67,0.02,0.54,5.4,0.01,0.02,10.11,0.98
FL5170022474,379,50.7,0.507,USN AIR STATION CECIL FIELD,1980,103RD ST AND NORMANDY BLVD,JACKSONVILLE,DUVAL,FL,32215,4,Currently on the,30.24,-81.9,31.99,F,0,0.03,0.29,0.08,24455.5,1633000,14.31,1,bush_father,0,4,US Navy,1,PRP lead ,1,1,0,0,1,0,0,0,0,0,356,117,0,7,478,73,0.03,2607,2607,10174,0,0.21,2.1,0.14,0.04,9.23,1
FL6170024412,379,50.7,0.507,JACKSONVILLE NAVAL AIR STATION,1980,NAS BLDG 826,JACKSONVILLE,DUVAL,FL,32212,4,Currently on the,30.22,-81.68,32.08,F,0,0.04,0.35,0.2,28401,3400000,15.04,1,bush_father,0,4,US Navy,1,PRP lead ,,,,0,1,0,0,0,0,0,635,233,70,53,1732,666,0.11,6212,6212,16258.5,0.02,0.39,3.9,0.1,0.04,9.7,1
FL7570024037,661,50.7,0.507,HOMESTEAD AIR FORCE BASE,1990,FLORIDA TURNPIKE EAST,HOMESTEAD AIR,MIAMI-DADE,FL,330391299,4,Currently on the,25.49,-80.4,42.4,F,0,0.08,0.42,0.12,30029.33,4722000,15.37,1,bush_father,0,4,US Air Force,1,PRP lead ,,,,0,0,0,0,1,0,0,4786,10261,363,407,10070,517,0.02,27649,27753,30029.33,0.03,0.38,3.8,0.17,0.37,10.31,1
FL9170024567,379,50.7,0.507,PENSACOLA NAVAL AIR STATION,1980,NAVAL AIR STATION BUILDING 3,PENSACOLA,ESCAMBIA,FL,32508,4,Currently on the,30.36,-87.28,42.4,F,0,0.02,0.01,0,25852,5126000,15.45,1,bush_father,0,4,US Navy,1,PRP lead ,1,1,0,0,1,0,0,0,0,0,354,122,12,30,589,464,0.13,3658,3658,10323,0.01,0.29,2.9,0.1,0.03,9.24,1
FLD004054284,471,50.7,0.507,PIPER AIRCRAFT CORP./VERO BEACH WATER & SEW,1990,PIPER DR & AVIATION BLVD,VERO BEACH,INDIAN RIVER,FL,32960,4,Currently on the,27.65,-80.42,31.13,G,0,0.1,0.99,1.16,23415.5,13739407,16.44,0,bush_father,0,4,Manufacturing/Processing/Maintenance,0,PRP lead ,3,3,0,0,0,0,1,0,0,0,1161,485,296,207,8787,614,0.04,17260,17260,23415.5,0.03,0.54,5.4,0.07,0.03,10.06,1
FLD004145140,471,50.7,0.507,AIRCO PLATING CO.,1990,3636 NW 46TH STREET,MIAMI,MIAMI-DADE,FL,33142,4,Currently on the,25.82,-80.26,42.47,G,0,0.43,1.55,1.53,19355.2,1868900,14.44,0,bush_father,0,4,Manufacturing/Processing/Maintenance,0,PRP lead ,21,7,14,0,0,0,1,0,0,0,14816,28465,1032,1152,12583,807,0.02,48266,48266,19355.2,0.05,0.28,2.8,0.31,0.59,9.87,1
FLD055945653,331,50.7,0.507,"CITY INDUSTRIES, INC.",1980,3920 FORSYTH RD,ORLANDO,ORANGE,FL,32807,4,Currently on the,28.6,-81.3,32,G,0,0.19,1.57,0.93,32580,3058907,14.93,0,bush_father,0,4,Multiple,0,PRP lead ,193,64,0,0,0,0,0,0,0,0,38,177,81,38,2653,1341,0.19,7163,7163,25006,0.02,0.56,5.6,0.01,0.02,10.13,1
FLD080174402,331,50.7,0.507,"CHEMFORM, INC.",1980,1410 SW 8TH ST,POMPANO BEACH,BROWARD,FL,33069,4,Deleted from the,26.19,-80.14,41,G,1,0.19,2.2,1.41,29388.38,1,0,0,bush_father,0,4,Manufacturing/Processing/Maintenance,1,EPA lead ,5,4,0,0,0,0,1,0,0,0,725,2624,532,348,19288,4357,0.09,48720,48720,16567.63,0.02,0.49,4.9,0.01,0.05,9.72,1
FLD980221857,331,50.7,0.507,AGRICO CHEMICAL CO.,1980,118 E FAIRFIELD DR @ I-110,PENSACOLA,ESCAMBIA,FL,32505,4,Currently on the,30.45,-87.23,44.98,G,1,0.46,2.36,1.83,16222.73,1661000,14.32,0,bush_father,0,4,Manufacturing/Processing/Maintenance,0,PRP lead ,6,0,0,0,0,0,1,0,0,0,13295,250,410,566,5765,1287,0.05,23668,23668,9411.33,0.04,0.3,3,0.56,0.01,9.15,1
FLD981021470,331,50.7,0.507,WINGATE ROAD MUNICIPAL INCINERATOR DUMP,1980,1300 N. W. 34TH AVENUE,FORT LAUDERDA,BROWARD,FL,33311,4,Currently on the,26.14,-80.18,31.72,G,1,0.43,1.49,0.79,19438.5,16006159,16.59,0,bush_father,0,4,Waste Management,0,PRP lead ,26,0,0,0,0,0,0,0,0,0,36779,1168,676,563,7621,1369,0.03,41896,41896,13448.14,0.03,0.21,2.1,0.88,0.03,9.51,1
FLD980709356,47,50.7,0.507,CABOT/KOPPERS,1980,MAIN ST & 23RD AVE,GAINESVILLE,ALACHUA,FL,32601,4,Currently on the,29.68,-82.32,36.69,G,1,0.11,1.16,0.01,15392.67,57000000,17.86,0,reagan2,0,4,Waste Management,1,PRP lead ,4,0,2,1,0,0,0,0,0,0,2059,1058,300,377,9123,6275,0.2,30972,30972,17471.2,0.02,0.5,5,0.07,0.03,9.77,1
FLD980798698,474,50.7,0.507,PETROLEUM PRODUCTS CORP.,1980,14000 BLOCK PEMBROKE ROAD,PEMBROKE PARK,BROWARD,FL,33024,4,Currently on the,25.99,-80.17,40.11,G,1,0.27,2.29,2.17,21789.5,660000,13.4,0,reagan2,0,4,Recycling,0,PRP lead ,1783,232,0,0,0,0,0,0,0,0,10359,1754,426,269,14555,3034,0.07,44022,44022,13376,0.02,0.4,4,0.24,0.04,9.5,1
FLD039049101,482,50.7,0.507,KERR-MCGEE CHEMICAL CORP - JACKSONVILLE,2010,1611 TALLEYRAND AVENUE,JACKSONVILLE,DUVAL,FL,32206,4,Currently on the,30.34,-81.63,70.71,G,1,0.25,0.83,0.59,28696.8,69000000,18.05,0,obama1,0,4,Manufacturing/Processing/Maintenance,1,PRP lead ,,,,1,0,0,1,0,0,0,9447,802,435,321,6563,392,0.03,15268,15268,28696.8,0.05,0.46,4.6,0.62,0.05,10.26,1
FLR000091322,691,50.7,0.507,GENERAL DYNAMICS LONGWOOD,2010,1333 NORTH US HIGHWAY 17/92,LONGWOOD,SEMINOLE,FL,32750,4,Currently on the,28.72,-81.32,50,G,0,0.25,1.77,0.63,64572.14,13739407,16.44,0,obama1,0,4,Manufacturing/Processing/Maintenance,1,PRP lead ,6,0,5,0,0,0,1,0,0,0,3827,7131,827,649,21368,2179,0.06,37193,39279,64572.14,0.04,0.6,6,0.1,0.18,11.08,0.95
FLD004119681,426,50.7,0.507,HOLLINGSWORTH SOLDERLESS TERMINAL,1980,700 NW 57TH PLACE,FORT LAUDERDA,BROWARD,FL,33309,4,Currently on the,26.2,-80.15,44.53,G,0,0.03,0.29,0.01,8902.83,281000,12.55,0,reagan1,0,4,Manufacturing/Processing/Maintenance,0,EPA lead ,2,2,0,0,0,0,1,0,0,0,98,1722,175,150,7705,1231,0.06,20639,20639,17049.25,0.02,0.43,4.3,0,0.08,9.74,1
FLD043861392,426,50.7,0.507,SHERWOOD MEDICAL INDUSTRIES,1980,2010 HWY 92,DELAND,VOLUSIA,FL,32724,4,Currently on the,29.06,-81.27,39.83,G,0,0,0,0,5000,6100000,15.62,0,reagan1,0,4,Waste Management,0,PRP lead ,1,0,0,0,0,0,0,0,0,0,113,99,0,0,0,0,0,0,8579,1,0,0,0,0.01,0.01,0,0
FLD050432251,426,50.7,0.507,FLORIDA STEEL CORP.,1980,SR 710,INDIANTOWN,MARTIN,FL,33956,4,Currently on the,27.04,-80.51,45.92,G,0,0.02,0.15,0.01,16286,7000000,15.76,0,reagan1,0,4,Manufacturing/Processing/Maintenance,0,PRP lead ,1,0,1,0,0,0,1,0,0,0,1458,1177,48,46,1058,128,0.02,0,5858,16286,0.02,0.2,2,0.25,0.2,9.7,0
FLD062794003,511,50.7,0.507,SCHUYLKILL METALS CORP.,1980,402 S WOODROW WILSON DR,PLANT CITY,HILLSBOROUGH,FL,33566,4,Deleted from the,28.01,-82.14,41,G,0,0.09,0.75,0,13816.25,20766000,16.85,0,reagan1,0,4,Recycling,0,PRP lead ,15,12,0,0,0,0,0,0,0,0,1756,555,233,176,5261,954,0.05,0,20956,13816.25,0.02,0.3,3,0.08,0.03,9.53,0
FLD980556351,426,50.7,0.507,PICKETTVILLE ROAD LANDFILL,1980,5150 PICKETTVILLE RD,JACKSONVILLE,DUVAL,FL,32205,4,Currently on the,30.37,-81.74,42.94,G,0,0.2,1.5,0,13350.33,9935000,16.11,0,reagan1,0,4,Waste Management,0,PRP lead ,64,22,25,0,0,0,0,0,0,0,16689,250,559,367,6291,1127,0.04,25865,27471,13350.33,0.03,0.27,2.7,0.61,0.01,9.5,0.94
FLD980727820,342,50.7,0.507,KASSAUF-KIMERLING BATTERY DISPOSAL,1980,58TH ST & COLUMBUS DR,TAMPA,HILLSBOROUGH,FL,33619,4,Deleted from the,27.97,-82.39,41,G,0,0.11,0.76,0.04,8149.75,3500000,15.07,0,reagan1,0,4,Waste Management,0,PRP lead ,5,2,0,0,0,0,0,0,0,0,4254,814,150,148,2234,214,0.02,10970,10970,11299.5,0.03,0.22,2.2,0.39,0.07,9.33,1
FLD980728877,481,50.7,0.507,SIXTY-SECOND STREET DUMP,1980,N OF COLUMBUS W OF 62ND ST,TAMPA,HILLSBOROUGH,FL,33619,4,Deleted from the,27.97,-82.39,41,G,0,0.08,0.64,0.03,7601.29,16460000,16.62,0,reagan1,0,4,Waste Management,0,PRP lead ,12,14,5,0,0,0,0,0,0,0,2198,515,101,91,1466,107,0.01,7152,7152,11069.67,0.03,0.22,2.2,0.31,0.07,9.31,1
