site_id,SITE_NAME,ADDRESS,CITY,COUNTY,STATE,ZIP_CODE,REGION,NPL_STATUS,LATITUDE,LONGITUDE,SITE_SCORE,FEDERAL,final_date,completion_date,deletion_date,NPL_STAT
CAD980736284,INDUSTRIAL WASTE PROCESSING,7140 N HARRISON,FRESNO,FRESNO,CA,93650,9,Currently on the,36.8425,-119.8094,51.13,G,8/30/1990,9/28/1999,,completed
CAD980737092,PEMACO MAYWOOD,5050 SLAUSON BOULEVARD,MAYWOOD,LOS ANGELES,CA,90270,9,Currently on the,33.98541,-118.17125,45.23,G,1/19/1999,9/25/2007,,completed
CAD980737613,JIBBOOM JUNKYARD,240 - 260 JIBBOOM ST,SACRAMENTO,SACRAMENTO,CA,95814,9,Deleted from the,38.59166,-121.5033,,G,1/7/1983,3/31/1988,9/10/1991,completed
CAD980816466,SOUTHERN CALIFORNIA EDISON CO. (VISALIA POL,432 BEN MADDOX WAY,VISALIA,TULARE,CA,93277,9,Deleted from the,36.33333,-119.2767,,G,3/31/1989,9/25/2001,9/25/2009,completed
CAD980817217,COALINGA ASBESTOS MINE,PINE CYN 15 MI NW OF,COALINGA,FRESNO,CA,93210,9,Deleted from the,36.31,-120.5283,,G,6/15/1984,3/14/1995,4/24/1998,completed
CAD980817985,SAN GABRIEL VALLEY (AREA 4),STIMSON AVE & OLD VALLEY BLVD,LA PUENTE,LOS ANGELES,CA,91744,9,Currently on the,34.01666,-117.9583,28.9,G,5/8/1984,10/10/2050,,
CAD980818512,SAN GABRIEL VALLEY (AREA 2),SUNSET & SAN BERNARDINO FREEWAY,BALDWIN PARK,LOS ANGELES,CA,91706,9,Currently on the,34.07361,-117.9361,42.24,G,5/8/1984,10/10/2050,,
CAD980818579,SAN GABRIEL VALLEY (AREA 3),MAIN ST & GAFIELD AVE,ALHAMBRA,LOS ANGELES,CA,91801,9,Currently on the,34.1,-118.125,28.9,G,5/8/1984,10/10/2050,,
CAD980884209,HEWLETT-PACKARD (620-640 PAGE MILL ROAD),620 - 640 PAGE MILL RD.,PALO ALTO,SANTA CLARA,CA,94304,9,Currently on the,37.4214,-122.1434,29.76,G,2/21/1990,9/16/1997,,completed
CAD980884357,"WASTE DISPOSAL, INC.",12731 E LOS NIETOS RD,SANTA FE SPRI,LOS ANGELES,CA,90670,9,Currently on the,33.95,-118.055,34.6,G,7/22/1987,8/12/2005,,completed
CAD980893234,WATKINS-JOHNSON CO. (STEWART DIVISION PLANT,440 KINGS VILLAGE RD,SCOTTS VALLEY,SANTA CRUZ,CA,95066,9,Currently on the,37.05111,-122.02902,28.9,G,8/30/1990,9/22/1994,,completed
CAD980893275,SULPHUR BANK MERCURY MINE,SULPHUR BANK ROAD,CLEARLAKE OAK,LAKE,CA,95422,9,Currently on the,39.00555,-122.6703,44.42,G,8/30/1990,10/10/2050,,
CAD980894679,WESTERN PACIFIC RAILROAD CO.,SEC 19 T19N R4E 2 MI S OF,OROVILLE,BUTTE,CA,95965,9,Deleted from the,39.48306,-121.5525,,G,1/4/1989,3/31/1999,8/29/2001,completed
CAD980894885,SOUTH BAY ASBESTOS AREA,FT OF LIBERTY ST GUADALUPE RIV,ALVISO,SANTA CLARA,CA,95002,9,Currently on the,37.42986,-121.9811,44.68,G,6/10/1986,9/23/1998,,completed
CAD980894893,SAN FERNANDO VALLEY (AREA 1),NORTH HOLLYWOOD WELLFIELD AREA,NORTH HOLLYWO,LOS ANGELES,CA,91601,9,Currently on the,34.19,-118.3514,42.24,G,6/10/1986,10/10/2050,,
CAD980894901,SAN FERNANDO VALLEY (AREA 2),CRYSTAL SPRINGS WELLFIELD AREA,GLENDALE,LOS ANGELES,CA,91209,9,Currently on the,34.16313,-118.286,42.24,G,6/10/1986,10/10/2050,,
CAD980894976,SAN FERNANDO VALLEY (AREA 4),POLLOCK WELLFIELD,LOS ANGELES,LOS ANGELES,CA,90086,9,Currently on the,34.11208,-118.2539,35.57,G,6/10/1986,10/10/2050,,
CAD980894984,SAN FERNANDO VALLEY (AREA 3),GLORIETTA WELLFIELD AREA,GLENDALE,LOS ANGELES,CA,91209,9,Deleted from the,34.205129,-118.230893,,G,7/10/1986,5/20/2004,10/12/2004,completed
CAD981171523,"SOLA OPTICAL USA, INC.",3600 LAKEVILLE HWY,PETALUMA,SONOMA,CA,94952,9,Deleted from the,38.2332,-122.5931,,G,2/21/1990,8/14/1992,10/31/2013,completed
CAD981434517,NEWMARK GROUND WATER CONTAMINATION,BUNKER HILL GROUND WATER BASIN,SAN BERNARDIN,SAN BERNARDINO,CA,92408,9,Currently on the,34.17181,-117.3131,35.57,G,3/31/1989,10/10/2050,,
CAD981436363,UNITED HECKATHORN CO.,8TH & WRIGHT,RICHMOND,CONTRA COSTA,CA,94804,9,Currently on the,37.9226,-122.3654,38.49,G,3/14/1990,10/10/2050,,
CAD981995947,RALPH GRAY TRUCKING CO.,SOWELL AVE & GOLDEN WEST ST,WESTMINSTER,ORANGE,CA,92683,9,Deleted from the,33.75,-118,,G,10/10/1992,8/31/2000,9/28/2004,completed
CAD981997752,MODESTO GROUND WATER CONTAMINATION,NEAR MODESTO,MODESTO,STANISLAUS,CA,95351,9,Currently on the,37.6591,-120.9964,28.9,G,3/31/1989,10/10/2050,,
CAD983618893,LAVA CAP MINE,14501 LAVA CAP MINE ROAD,NEVADA CITY,NEVADA,CA,95959,9,Currently on the,39.22805,-120.96986,33.66,G,1/19/1999,10/10/2050,,
CAD990793887,FIRESTONE TIRE & RUBBER CO. (SALINAS PLANT),340 EL CAMINO REAL S,SALINAS,MONTEREY,CA,93901,9,Deleted from the,36.6249,-121.5901,,G,6/10/1986,12/24/1991,4/21/2005,completed
CAD990832735,"SYNERTEK, INC. (BUILDING 1)",3050 CORONADO BLVD,SANTA CLARA,SANTA CLARA,CA,95051,9,Currently on the,37.3773,-121.9719,31.94,G,10/4/1989,3/25/1992,,completed
CAN000905902,SOUTHERN AVENUE INDUSTRIAL AREA,5211 SOUTHERN AVENUE,SOUTH GATE,LOS ANGELES,CA,90280,9,Currently on the,33.946112,-118.176669,50,G,5/10/2012,10/10/2050,,
CAN000905945,B.F. GOODRICH,3196 NORTH LOCUST AVENUE,RIALTO,SAN BERNARDINO,CA,92377,9,Currently on the,34.154247,-117.414217,50,G,9/23/2009,10/10/2050,,
CAN000906063,BLUE LEDGE MINE,"SECTIONS 34, TOWNSHIP 48 N, RANGE 11 W",ROGUE RIVER-S,SISKIYOU,CA,96086,9,Currently on the,41.965278,-123.101667,50.28,G,9/16/2011,10/10/2050,,
CAT000612184,INTEL CORP. (SANTA CLARA III),2880 NORTHWESTERN PKWY,SANTA CLARA,SANTA CLARA,CA,95051,9,Currently on the,37.3737,-121.9717,31.94,G,6/10/1986,8/18/1992,,completed
CAT000646208,LIQUID GOLD OIL CORP.,HOFFMAN BLVD & S 47TH ST,RICHMOND,CONTRA COSTA,CA,94804,9,Deleted from the,37.90833,-122.325,,G,7/15/1983,9/27/1995,9/11/1996,completed
CAT080012024,"OPERATING INDUSTRIES, INC., LANDFILL",900 N POTRERO GRANDE DR,MONTEREY PARK,LOS ANGELES,CA,91754,9,Currently on the,34.03333,-118.10555,57.22,G,6/10/1986,9/11/2012,,completed
CAT080012826,STRINGFELLOW,3490 PYRITE ST,MIRA LOMA,RIVERSIDE,CA,91752,9,Currently on the,34.02305,-117.45833,,G,9/8/1983,10/10/2050,,
CAT080034234,"ADVANCED MICRO DEVICES, INC. (BUILDING 915)",915 DEGUIGNE,SUNNYVALE,SANTA CLARA,CA,94086,9,Currently on the,37.3868,-122.0066,31.94,G,8/30/1990,3/25/1992,,completed
CO0002259588,VASQUEZ BOULEVARD AND I-70,VASQUEZ BOULEVARD AND 1-70,DENVER,DENVER,CO,80216,8,Currently on the,39.79166,-104.95833,50,G,7/22/1999,10/10/2050,,
CO0002378230,STANDARD MINE,"COUNTY ROAD 12, RUBY MINING DISITRICT",GUNNISON NATI,GUNNISON,CO,81224,8,Currently on the,38.87916,-107.07389,50,G,9/14/2005,10/10/2050,,
CO5210020769,ROCKY MOUNTAIN ARSENAL (USARMY),IMMED N STAPLETON INTL ARPT,ADAMS COUNTY,ADAMS,CO,80022,8,Currently on the,39.83556,-104.8842,58.15,F,7/22/1987,10/10/2050,,
CO7570090038,AIR FORCE PLANT PJKS,12275 SOUTH HIGHWAY 75,LITTLETON,JEFFERSON,CO,80127,8,Currently on the,39.51421,-105.1337,42.93,F,11/21/1989,2/24/2014,,completed
CO7890010526,ROCKY FLATS PLANT (USDOE),HWY 93 BETWEEN GOLDEN&BOULDER,GOLDEN,JEFFERSON,CO,80402,8,Currently on the,39.89416,-105.2017,64.32,F,10/4/1989,9/29/2006,,completed
COD000110254,BRODERICK WOOD PRODUCTS,5600 HURON ST,DENVER,ADAMS,CO,80221,8,Currently on the,39.8148,-104.9989,35.13,G,9/21/1984,9/30/1996,,completed
COD007063274,URAVAN URANIUM PROJECT (UNION CARBIDE CORP.,NEAR URAVAN ON HWY 141,URAVAN,MONTROSE,CO,81436,8,Currently on the,38.36666,-108.7483,43.53,G,6/10/1986,9/29/2008,,completed
COD007431620,CHEMICAL SALES CO.,4661 MONACO ST.,DENVER,DENVER,CO,80216,8,Currently on the,39.78083,-104.9136,37.93,G,8/30/1990,3/27/2000,,completed
COD042167858,LINCOLN PARK,2 MI S OF CANON CY,CANON CITY,FREMONT,CO,81212,8,Currently on the,38.4,-105.2333,31.31,G,9/21/1984,10/10/2050,,
COD081961518,EAGLE MINE,W OF US HWY 24,MINTURN,EAGLE,CO,81645,8,Currently on the,39.53333,-106.3917,47.19,G,6/10/1986,9/17/2001,,completed
COD980499248,LOWRY LANDFILL,4200 S GUN CLUB RD,AURORA,ARAPAHOE,CO,80018,8,Currently on the,39.64333,-104.7083,48.36,G,9/21/1984,9/28/2006,,completed
COD980499255,MARSHALL LANDFILL,1600 S 66TH STREET,BOULDER,BOULDER,CO,80303,8,Currently on the,39.95,-105.2,,G,9/8/1983,8/25/1993,,completed
COD980667075,WOODBURY CHEMICAL CO.,5400 JACKSON ST,COMMERCE CITY,ADAMS,CO,80022,8,Deleted from the,39.795,-104.9424,,G,7/15/1983,3/26/1992,3/22/1993,completed
COD980716955,DENVER RADIUM SITE,VARIOUS PLACES IN DENVER,DENVER,DENVER,CO,80204,8,Currently on the,39.71666,-105,44.11,G,9/8/1983,9/27/2006,,completed
COD980717557,"CENTRAL CITY, CLEAR CREEK",NEAR TOWN,IDAHO SPRINGS,CLEAR CREEK,CO,80452,8,Currently on the,39.75,-105.5,51.39,G,9/8/1983,10/10/2050,,
COD980717938,CALIFORNIA GULCH,S OF CY-YAK TUNNEL DOWNSTREAM,LEADVILLE,LAKE,CO,80461,8,Currently on the,39.23611,-106.2692,55.84,G,9/8/1983,10/10/2050,,
COD980717953,SAND CREEK INDUSTRIAL,33RD AND DAHLIA,COMMERCE CITY,ADAMS,CO,80022,8,Deleted from the,39.79166,-104.9361,,G,7/15/1983,9/29/1994,12/20/1996,completed
COD980806277,SMUGGLER MOUNTAIN,SPRUCE STREET,ASPEN,PITKIN,CO,81611,8,Deleted from the,39.19166,-106.8107,,G,1/10/1986,9/26/1996,9/23/1999,completed
COD981551427,CAPTAIN JACK MILL,"T1N R73 W, SE 1/4 SEC. 12",WARD,BOULDER,CO,80481,8,Currently on the,40.05583,-105.50361,50.56,G,9/29/2003,10/10/2050,,
COD983778432,SUMMITVILLE MINE,,RIO GRANDE CO,RIO GRANDE,CO,81132,8,Currently on the,37.43,-106.585,50,G,5/31/1994,9/30/2013,,completed
CON000802630,NELSON TUNNEL/COMMODORE WASTE ROCK,NATIONAL FOREST ROAD 503.4,Creede,MINERAL,CO,81130,8,Currently on the,37.870833,-106.94,48.03,G,9/3/2008,10/10/2050,,
CT0002265551,SCOVILL INDUSTRIAL LANDFILL,STORE AVENUE,WATERBURY,NEW HAVEN,CT,6705,1,Currently on the,41.55038,-73.01063,50,G,7/27/2000,10/10/2050,,
CTD001153923,LINEMASTER SWITCH CORP.,29 PLAINE HILL ROAD,WOODSTOCK,WINDHAM,CT,6281,1,Currently on the,41.94056,-71.96693,33.71,G,2/21/1990,3/29/2005,,completed
CTD001186618,"RAYMARK INDUSTRIES, INC.",75 EAST MAIN STREET,STRATFORD,FAIRFIELD,CT,6497,1,Currently on the,41.20127,-73.11722,,G,4/25/1995,10/10/2050,,
CTD001452093,DURHAM MEADOWS,124 MAIN ST,DURHAM,MIDDLESEX,CT,6422,1,Currently on the,41.48111,-72.68138,33.94,G,10/4/1989,10/10/2050,,
CTD004532610,REVERE TEXTILE PRINTS CORP.,RAILROAD AVENUE,STERLING,WINDHAM,CT,6377,1,Deleted from the,41.70833,-71.82916,,G,7/22/1987,9/30/1992,9/2/1994,completed
CTD009717604,SOLVENTS RECOVERY SERVICE OF NEW ENGLAND,LAZY LANE,SOUTHINGTON,HARTFORD,CT,6489,1,Currently on the,41.6196,-72.878,44.93,G,9/8/1983,10/10/2050,,
CTD009774969,YAWORSKI WASTE LAGOON,PACKER ROAD,CANTERBURY,WINDHAM,CT,6331,1,Currently on the,41.66945,-71.96416,36.72,G,9/8/1983,9/20/2000,,completed
CTD051316313,PRECISION PLATING CORP.,1050 HARTFORD TURNPIKE ROAD,VERNON,TOLLAND,CT,60664413,1,Currently on the,41.84975,-72.44791,49.1,G,10/4/1989,10/10/2050,,
CTD072122062,BEACON HEIGHTS LANDFILL,BLACKBERRY HILL ROAD,BEACON FALLS,NEW HAVEN,CT,6403,1,Currently on the,41.43195,-73.03528,46.77,G,9/8/1983,9/9/1998,,completed
CTD108960972,GALLUP'S QUARRY,ROUTE 12,PLAINFIELD,WINDHAM,CT,6374,1,Currently on the,41.66528,-71.92416,46.29,G,10/4/1989,9/30/1997,,completed
CTD980521165,"LAUREL PARK, INC.",HUNTERS MTN RD,NAUGATUCK BOR,NEW HAVEN,CT,6770,1,Currently on the,41.47693,-73.07166,,G,9/8/1983,9/11/1998,,completed
CTD980669261,NUTMEG VALLEY ROAD,NUTMEG VALLEY ROAD,WOLCOTT,NEW HAVEN,CT,6716,1,Deleted from the,41.5748,-72.9986,,G,3/31/1989,9/28/2004,9/23/2005,completed
CTD980670806,OLD SOUTHINGTON LANDFILL,OLD TURNPIKE RD,SOUTHINGTON,HARTFORD,CT,6487,1,Currently on the,41.57916,-72.88193,54.35,G,9/21/1984,9/22/2010,,completed
CTD980670814,KELLOGG-DEERING WELL FIELD,NORWALK WATER DEPARTMENT,NORWALK,FAIRFIELD,CT,6856,1,Currently on the,41.13055,-73.43195,39.92,G,9/21/1984,9/23/1996,,completed
CTD980732333,BARKHAMSTED-NEW HARTFORD LANDFILL,ROUTE 44,BARKHAMSTED,LITCHFIELD,CT,6063,1,Currently on the,41.98055,-73.04722,38.05,G,10/4/1989,9/28/2001,,completed
CTD980906515,NEW LONDON SUBMARINE BASE,ROUTE 12 CRYSTAL LAKE RD,NEW LONDON,NEW LONDON,CT,6349,1,Currently on the,41.40013,-72.08708,36.53,F,8/30/1990,10/10/2050,,
CTD981067317,CHESHIRE GROUND WATER CONTAMINATION,604 WEST JOHNSON AVENUE,CHESHIRE,NEW HAVEN,CT,6410,1,Deleted from the,41.5575,-72.91083,,G,8/30/1990,12/31/1996,7/2/1997,completed
DC9170024310,WASHINGTON NAVY YARD,"901 M STREET, SE",WASHINGTON,DISTRICT OF COLU,DC,203740001,3,Currently on the,38.875,-76.9875,48.57,F,7/28/1998,10/10/2050,,
DE8570024010,DOVER AIR FORCE BASE,RTE 113,DOVER,KENT,DE,19901,3,Currently on the,39.12778,-75.46666,35.89,F,3/13/1989,9/27/2006,,completed
DED000605972,DELAWARE SAND & GRAVEL LANDFILL,229 GRANTHAM LANE,NEW CASTLE,NEW CASTLE,DE,19720,3,Currently on the,39.65138,-75.60278,46.6,G,9/8/1983,8/12/1997,,completed
DED000606079,TYBOUTS CORNER LANDFILL,US RTE 13 & DEL RTE 71,NEW CASTLE,NEW CASTLE,DE,19720,3,Currently on the,39.6125,-75.65333,,G,9/8/1983,9/11/1995,,completed
DED041212473,"STANDARD CHLORINE OF DELAWARE, INC.",745 GOVERNOR LEA RD,NEW CASTLE,NEW CASTLE,DE,19720,3,Currently on the,39.59958,-75.63583,35.42,G,7/22/1987,10/10/2050,,
DED043958388,NCR CORP. (MILLSBORO PLANT),MITCHELL RD POB 607,MILLSBORO,SUSSEX,DE,19966,3,Currently on the,38.5775,-75.28306,38.21,G,7/22/1987,9/27/1996,,completed
DED058980442,NEW CASTLE SPILL,900 WILMINGTON ROAD,NEW CASTLE,NEW CASTLE,DE,197203638,3,Deleted from the,39.67028,-75.56166,,G,7/15/1983,7/19/1992,6/12/1996,completed
DED980494496,ARMY CREEK LANDFILL,RTE 13 + RTE 40,NEW CASTLE,NEW CASTLE,DE,19720,3,Currently on the,39.65306,-75.60833,69.92,G,9/8/1983,4/29/1994,,completed
DED980494637,SUSSEX COUNTY LANDFILL NO. 5,"BETWEEN CNTY RD 494, CNTY RD 497, SH 24",LAUREL,SUSSEX,DE,19956,3,Deleted from the,38.535,-75.61416,,G,10/4/1989,12/29/1994,9/28/2001,completed
DED980551667,DELAWARE CITY PVC PLANT,780 SCHOOL HOUSE ROAD,NEW CASTLE,NEW CASTLE,DE,19720,3,Currently on the,39.58611,-75.64943,30.55,G,9/8/1983,9/26/2001,,completed
DED980552244,"KOPPERS CO., INC. (NEWPORT PLANT)",FOOT OF LINDBURG ST,NEWPORT,NEW CASTLE,DE,19804,3,Currently on the,39.70471,-75.62416,33.56,G,8/30/1990,10/10/2050,,
DED980555122,"E.I. DU PONT DE NEMOURS & CO., INC. (NEWPOR",JAMES & WATER STS,NEWPORT,NEW CASTLE,DE,19804,3,Currently on the,39.70833,-75.60916,51.91,G,2/21/1990,9/19/2002,,completed
DED980693550,DOVER GAS LIGHT CO.,NEW ST,DOVER,KENT,DE,19904,3,Currently on the,39.1558,-75.5277,35.57,G,10/4/1989,10/10/2050,,
DED980704860,COKER'S SANITATION SERVICE LANDFILLS,COUNTY RTE 152,CHESWOLD,KENT,DE,19936,3,Deleted from the,39.22721,-75.61138,,G,7/22/1987,9/29/1993,8/2/2011,completed
DED980704951,WILDCAT LANDFILL,LEBANON RD,DOVER,KENT,DE,19901,3,Deleted from the,39.12083,-75.5,,G,7/15/1983,9/30/1992,3/14/2003,completed
DED980705255,NEW CASTLE STEEL,9TH & WASHINGTON STREET,NEW CASTLE,NEW CASTLE,DE,19720,3,Deleted from the,39.65778,-75.57776,,G,9/8/1983,8/17/1988,3/17/1989,completed
DED980705545,TYLER REFRIGERATION PIT,GLENWOOD AVE,SMYRNA,KENT,DE,19977,3,Deleted from the,39.29528,-75.61888,,G,2/21/1990,5/10/1996,3/29/2004,completed
DED980713093,"HARVEY & KNOTT DRUM, INC.",OLD COUNTY RD,KIRKWOOD,NEW CASTLE,DE,19708,3,Currently on the,39.57333,-75.77083,30.77,G,9/8/1983,6/22/1994,,completed
DED980714141,"CHEM-SOLV, INC.",176A N DUPONT HIGHWAY,DOVER,KENT,DE,199014264,3,Currently on the,39.2216,-75.5764,37.93,G,8/30/1990,6/30/1998,,completed
DED980830954,HALBY CHEMICAL CO.,600 TERMINAL AVE,NEW CASTLE,NEW CASTLE,DE,19720,3,Currently on the,39.71861,-75.53721,30.9,G,6/10/1986,4/22/2002,,completed
DED981035520,SEALAND LIMITED,ROUTE 896 + 15,MIDDLETOWN,NEW CASTLE,DE,19709,3,Deleted from the,39.5126,-75.71,,G,8/30/1990,3/27/1992,7/1/1997,completed
FL0001209840,"SOUTHERN SOLVENTS, INC.",4109 LINEBAUGH AVENUE,TAMPA,HILLSBOROUGH,FL,33605,4,Currently on the,28.04055,-82.51027,50,G,7/27/2000,10/10/2050,,
FL1570024124,TYNDALL AIR FORCE BASE,4756 CIVIL ENGINEERING,PANAMA CITY,BAY,FL,32403,4,Currently on the,30.0875,-85.58666,50,F,4/1/1997,10/10/2050,,
FL2170023244,WHITING FIELD NAVAL AIR STATION,,MILTON,SANTA ROSA,FL,32570,4,Currently on the,30.70972,-87.02041,50,F,5/31/1994,10/10/2050,,
FL5170022474,USN AIR STATION CECIL FIELD,103RD ST AND NORMANDY BLVD,JACKSONVILLE,DUVAL,FL,32215,4,Currently on the,30.23861,-81.90277,31.99,F,11/21/1989,8/26/2009,,completed
FL6170024412,JACKSONVILLE NAVAL AIR STATION,NAS BLDG 826,JACKSONVILLE,DUVAL,FL,32212,4,Currently on the,30.22111,-81.68277,32.08,F,11/21/1989,10/10/2050,,
FL7570024037,HOMESTEAD AIR FORCE BASE,FLORIDA TURNPIKE EAST,HOMESTEAD AIR,MIAMI-DADE,FL,330391299,4,Currently on the,25.48944,-80.39694,42.4,F,8/30/1990,9/29/2006,,completed
FL9170024567,PENSACOLA NAVAL AIR STATION,NAVAL AIR STATION BUILDING 3,PENSACOLA,ESCAMBIA,FL,32508,4,Currently on the,30.35722,-87.28305,42.4,F,11/21/1989,10/10/2050,,
FLD000602334,HARRIS CORP. (PALM BAY PLANT),OFF PALM BAY BLVD,PALM BAY,BREVARD,FL,32905,4,Currently on the,28.03028,-80.60138,35.57,G,7/22/1987,7/1/1998,,completed
FLD000623041,FAIRFAX ST. WOOD TREATERS,2610 FAIRFAX STREET,JACKSONVILLE,DUVAL,FL,32209,4,Currently on the,30.35349,-81.686354,50,G,9/18/2012,10/10/2050,,
FLD000648055,SYDNEY MINE SLUDGE PONDS,HWY 60/.5 MI E OF DOVER RD,BRANDON,HILLSBOROUGH,FL,33594,4,Currently on the,27.92916,-82.20916,38.93,G,10/4/1989,6/28/1999,,completed
FLD000824896,REEVES SOUTHEASTERN GALVANIZING CORP.,9510 E BROADWAY #20,TAMPA,HILLSBOROUGH,FL,336917721,4,Currently on the,27.9725,-82.34193,58.75,G,9/8/1983,10/10/2050,,
FLD000833368,DUBOSE OIL PRODUCTS CO.,HWY C97,CANTONMENT,ESCAMBIA,FL,32533,4,Deleted from the,30.61806,-87.37695,,G,6/10/1986,9/25/1995,10/1/2004,completed
FLD004054284,PIPER AIRCRAFT CORP./VERO BEACH WATER & SEW,PIPER DR & AVIATION BLVD,VERO BEACH,INDIAN RIVER,FL,32960,4,Currently on the,27.64749,-80.41555,31.13,G,2/21/1990,9/21/1998,,completed
FLD004064242,CHEVRON CHEMICAL CO. (ORTHO DIVISION),3100 ORANGE BLOSSOM TRAIL,ORLANDO,ORANGE,FL,32804,4,Currently on the,28.57888,-81.40888,50,G,5/31/1994,2/10/1998,,completed
FLD004065546,TOWER CHEMICAL CO.,MONTVERDE RD,CLERMONT,LAKE,FL,34711,4,Currently on the,28.55138,-81.68471,44.03,G,9/8/1983,10/10/2050,,
FLD004091807,PEAK OIL CO./BAY DRUM CO.,S.R. 574,TAMPA,HILLSBOROUGH,FL,33619,4,Currently on the,27.9708,-82.3404,58.15,G,6/10/1986,9/26/2006,,completed
FLD004092532,STAUFFER CHEMICAL CO (TAMPA),ORIENT RD & 10TH AV & TAMPA BYPASS CANAL,TAMPA,HILLSBOROUGH,FL,33619,4,Currently on the,27.96305,-82.37055,59.81,G,12/23/1996,9/26/2000,,completed
FLD004119681,HOLLINGSWORTH SOLDERLESS TERMINAL,700 NW 57TH PLACE,FORT LAUDERDA,BROWARD,FL,33309,4,Currently on the,26.19833,-80.15221,44.53,G,9/8/1983,6/4/1993,,completed
FLD004126520,STANDARD AUTO BUMPER CORP.,2500 WEST 3RD COURT,HIALEAH,MIAMI-DADE,FL,33010,4,Deleted from the,25.84444,-80.28972,,G,10/4/1989,10/4/1994,10/26/2007,completed
FLD004145140,AIRCO PLATING CO.,3636 NW 46TH STREET,MIAMI,MIAMI-DADE,FL,33142,4,Currently on the,25.8152,-80.2559,42.47,G,2/21/1990,9/15/1999,,completed
FLD004146346,WOODBURY CHEMICAL CO. (PRINCETON PLANT),13920 SW 248TH ST,PRINCETON,MIAMI-DADE,FL,33032,4,Deleted from the,25.5367,-80.4124,,G,8/30/1990,6/25/1992,11/27/1995,completed
FLD004574190,"B&B CHEMICAL CO., INC.",875 W 20TH ST,HIALEAH,MIAMI-DADE,FL,33010,4,Currently on the,25.83958,-80.30013,,G,8/30/1990,10/1/1994,8/5/2014,completed
FLD008161994,"AMERICAN CREOSOTE WORKS, INC. (PENSACOLA PL",701 S J ST,PENSACOLA,ESCAMBIA,FL,32501,4,Currently on the,30.40471,-87.23666,58.41,G,9/8/1983,10/10/2050,,
FLD008168346,ESCAMBIA WOOD - PENSACOLA,3910 N PALAFOX ST.,PENSACOLA,ESCAMBIA,FL,32522,4,Currently on the,30.4553,-87.2317,50,G,12/16/1994,10/10/2050,,
FLD010596013,STAUFFER CHEMICAL CO. (TARPON SPRINGS),ANCLOTE BOULEVARD,TARPON SPRING,PINELLAS,FL,34689,4,Currently on the,28.16666,-82.77569,50,G,5/31/1994,10/10/2050,,
FLD012978862,ALARIC AREA GW PLUME,NEAR N. 71ST STREET AND 14TH AVENUE,TAMPA,HILLSBOROUGH,FL,33619,4,Currently on the,27.96408,-82.37513,41.91,G,12/1/2000,9/30/2003,,completed
FLD020536538,ANACONDA ALUMINUM CO./MILGO ELECTRONICS COR,3630 NW 76TH ST,MIAMI,MIAMI-DADE,FL,331474433,4,Deleted from the,25.84306,-80.25653,,G,8/30/1990,11/22/1994,7/9/1998,completed
FLD032544587,"PEPPER STEEL & ALLOYS, INC.",11100 NW S RIVER DR,MEDLEY,MIAMI-DADE,FL,331781135,4,Currently on the,25.87361,-80.35333,31.92,G,9/21/1984,9/28/1993,,completed
FLD032728032,SANFORD DRY CLEANERS,121 SOUTH PALMETTO AVENUE,SANFORD,SEMINOLE,FL,32771,4,Currently on the,28.811174,-81.26571,50,G,9/29/2010,5/20/2015,,completed
FLD039049101,KERR-MCGEE CHEMICAL CORP - JACKSONVILLE,1611 TALLEYRAND AVENUE,JACKSONVILLE,DUVAL,FL,32206,4,Currently on the,30.3442,-81.6265,70.71,G,3/4/2010,10/10/2050,,
FLD041140344,PARRAMORE SURPLUS,US HWY 90 W,MOUNT PLEASAN,GADSDEN,FL,32352,4,Deleted from the,30.66068,-84.69375,,G,9/8/1983,9/15/1987,2/21/1989,completed
FLD041184383,"WILSON CONCEPTS OF FLORIDA, INC.",1408 SW 8TH STREET,POMPANO BEACH,BROWARD,FL,33069,4,Deleted from the,26.21867,-80.14276,,G,3/31/1989,9/22/1992,4/4/1995,completed
FLD041495441,ALPHA CHEMICAL CORP.,4620 N GALLOWAY RD,LAKELAND,POLK,FL,338106717,4,Deleted from the,28.10083,-82.00971,,G,6/15/1983,9/21/1990,6/28/1995,completed
FLD042110841,LANDIA CHEMICAL COMPANY,1405 WEST OLIVE STREET,LAKELAND,POLK,FL,33815,4,Currently on the,28.03944,-81.97916,50,G,5/11/2000,10/10/2050,,
FLD043861392,SHERWOOD MEDICAL INDUSTRIES,2010 HWY 92,DELAND,VOLUSIA,FL,32724,4,Currently on the,29.06083,-81.265,39.83,G,9/8/1983,9/18/1997,,completed
FLD045459526,SOLITRON MICROWAVE,4100 COVE ROAD,PORT SALERNO,MARTIN,FL,34997,4,Currently on the,27.13666,-80.19916,50,G,7/28/1998,8/6/2004,,completed
FLD049985302,ZELLWOOD GROUND WATER CONTAMINATION,803 JONES AVE,ZELLWOOD,ORANGE,FL,32757,4,Currently on the,28.73195,-81.61333,51.91,G,9/8/1983,9/16/2003,,completed
FLD050432251,FLORIDA STEEL CORP.,SR 710,INDIANTOWN,MARTIN,FL,33956,4,Currently on the,27.04111,-80.50611,45.92,G,9/8/1983,9/11/1997,,completed
FLD052172954,BMI-TEXTRON,1121 SILVER BEACH RD,LAKE PARK,PALM BEACH,FL,33403,4,Deleted from the,26.7937,-80.0738,,G,8/30/1990,8/11/1994,11/18/2002,completed
